abbleiben, ich bleib(e)⁵ ab, du bleibst ab, er bleibt ab, wir bleiben ab, ihr bleibt ab, sie bleiben ab, ich blieb ab, du bliebst ab, er blieb ab, wir blieben ab, ihr bliebt ab, sie blieben ab, ich bin abgeblieben, du bist abgeblieben, er ist abgeblieben, wir sind abgeblieben, ihr seid abgeblieben, sie sind abgeblieben, ich war abgeblieben, du warst abgeblieben, er war abgeblieben, wir waren abgeblieben, ihr wart abgeblieben, sie waren abgeblieben, ich werde abbleiben, du wirst abbleiben, er wird abbleiben, wir werden abbleiben, ihr werdet abbleiben, sie werden abbleiben, ich werde abgeblieben sein, du wirst abgeblieben sein, er wird abgeblieben sein, wir werden abgeblieben sein, ihr werdet abgeblieben sein, sie werden abgeblieben sein
abbleichen, ich bleich(e)⁵ ab, du bleichst ab, er bleicht ab, wir bleichen ab, ihr bleicht ab, sie bleichen ab, ich bleichte ab, du bleichtest ab, er bleichte ab, wir bleichten ab, ihr bleichtet ab, sie bleichten ab, ich bin abgebleicht, du bist abgebleicht, er ist abgebleicht, wir sind abgebleicht, ihr seid abgebleicht, sie sind abgebleicht, ich war abgebleicht, du warst abgebleicht, er war abgebleicht, wir waren abgebleicht, ihr wart abgebleicht, sie waren abgebleicht, ich werde abbleichen, du wirst abbleichen, er wird abbleichen, wir werden abbleichen, ihr werdet abbleichen, sie werden abbleichen, ich werde abgebleicht sein, du wirst abgebleicht sein, er wird abgebleicht sein, wir werden abgebleicht sein, ihr werdet abgebleicht sein, sie werden abgebleicht sein
abblenden, ich blend(e)⁵ ab, du blendest ab, er blendet ab, wir blenden ab, ihr blendet ab, sie blenden ab, ich blendete ab, du blendetest ab, er blendete ab, wir blendeten ab, ihr blendetet ab, sie blendeten ab, ich habe abgeblendet, du hast abgeblendet, er hat abgeblendet, wir haben abgeblendet, ihr habt abgeblendet, sie haben abgeblendet, ich hatte abgeblendet, du hattest abgeblendet, er hatte abgeblendet, wir hatten abgeblendet, ihr hattet abgeblendet, sie hatten abgeblendet, ich werde abblenden, du wirst abblenden, er wird abblenden, wir werden abblenden, ihr werdet abblenden, sie werden abblenden, ich werde abgeblendet haben, du wirst abgeblendet haben, er wird abgeblendet haben, wir werden abgeblendet haben, ihr werdet abgeblendet haben, sie werden abgeblendet haben
abblitzen, ich blitz(e)⁵ ab, du blitzt ab, er blitzt ab, wir blitzen ab, ihr blitzt ab, sie blitzen ab, ich blitzte ab, du blitztest ab, er blitzte ab, wir blitzten ab, ihr blitztet ab, sie blitzten ab, ich bin abgeblitzt, du bist abgeblitzt, er ist abgeblitzt, wir sind abgeblitzt, ihr seid abgeblitzt, sie sind abgeblitzt, ich war abgeblitzt, du warst abgeblitzt, er war abgeblitzt, wir waren abgeblitzt, ihr wart abgeblitzt, sie waren abgeblitzt, ich werde abblitzen, du wirst abblitzen, er wird abblitzen, wir werden abblitzen, ihr werdet abblitzen, sie werden abblitzen, ich werde abgeblitzt sein, du wirst abgeblitzt sein, er wird abgeblitzt sein, wir werden abgeblitzt sein, ihr werdet abgeblitzt sein, sie werden abgeblitzt sein
abblocken, ich block(e)⁵ ab, du blockst ab, er blockt ab, wir blocken ab, ihr blockt ab, sie blocken ab, ich blockte ab, du blocktest ab, er blockte ab, wir blockten ab, ihr blocktet ab, sie blockten ab, ich habe abgeblockt, du hast abgeblockt, er hat abgeblockt, wir haben abgeblockt, ihr habt abgeblockt, sie haben abgeblockt, ich hatte abgeblockt, du hattest abgeblockt, er hatte abgeblockt, wir hatten abgeblockt, ihr hattet abgeblockt, sie hatten abgeblockt, ich werde abblocken, du wirst abblocken, er wird abblocken, wir werden abblocken, ihr werdet abblocken, sie werden abblocken, ich werde abgeblockt haben, du wirst abgeblockt haben, er wird abgeblockt haben, wir werden abgeblockt haben, ihr werdet abgeblockt haben, sie werden abgeblockt haben
abblühen, ich blüh(e)⁵ ab, du blühst ab, er blüht ab, wir blüh(e)⁵n ab, ihr blüht ab, sie blüh(e)⁵n ab, ich blühte ab, du blühtest ab, er blühte ab, wir blühten ab, ihr blühtet ab, sie blühten ab, ich habe abgeblüht, du hast abgeblüht, er hat abgeblüht, wir haben abgeblüht, ihr habt abgeblüht, sie haben abgeblüht, ich hatte abgeblüht, du hattest abgeblüht, er hatte abgeblüht, wir hatten abgeblüht, ihr hattet abgeblüht, sie hatten abgeblüht, ich werde abblüh(e)⁵n, du wirst abblüh(e)⁵n, er wird abblüh(e)⁵n, wir werden abblüh(e)⁵n, ihr werdet abblüh(e)⁵n, sie werden abblüh(e)⁵n, ich werde abgeblüht haben, du wirst abgeblüht haben, er wird abgeblüht haben, wir werden abgeblüht haben, ihr werdet abgeblüht haben, sie werden abgeblüht haben
abböschen, ich bösch(e)⁵ ab, du bösch(s)⁵t ab, er böscht ab, wir böschen ab, ihr böscht ab, sie böschen ab, ich böschte ab, du böschtest ab, er böschte ab, wir böschten ab, ihr böschtet ab, sie böschten ab, ich habe abgeböscht, du hast abgeböscht, er hat abgeböscht, wir haben abgeböscht, ihr habt abgeböscht, sie haben abgeböscht, ich hatte abgeböscht, du hattest abgeböscht, er hatte abgeböscht, wir hatten abgeböscht, ihr hattet abgeböscht, sie hatten abgeböscht, ich werde abböschen, du wirst abböschen, er wird abböschen, wir werden abböschen, ihr werdet abböschen, sie werden abböschen, ich werde abgeböscht haben, du wirst abgeböscht haben, er wird abgeböscht haben, wir werden abgeböscht haben, ihr werdet abgeböscht haben, sie werden abgeböscht haben
abbrauchen, ich brauch(e)⁵ ab, du brauchst ab, er braucht ab, wir brauchen ab, ihr braucht ab, sie brauchen ab, ich brauchte ab, du brauchtest ab, er brauchte ab, wir brauchten ab, ihr brauchtet ab, sie brauchten ab, ich habe abgebraucht, du hast abgebraucht, er hat abgebraucht, wir haben abgebraucht, ihr habt abgebraucht, sie haben abgebraucht, ich hatte abgebraucht, du hattest abgebraucht, er hatte abgebraucht, wir hatten abgebraucht, ihr hattet abgebraucht, sie hatten abgebraucht, ich werde abbrauchen, du wirst abbrauchen, er wird abbrauchen, wir werden abbrauchen, ihr werdet abbrauchen, sie werden abbrauchen, ich werde abgebraucht haben, du wirst abgebraucht haben, er wird abgebraucht haben, wir werden abgebraucht haben, ihr werdet abgebraucht haben, sie werden abgebraucht haben
abbrechen, ich brech(e)⁵ ab, du brichst ab, er bricht ab, wir brechen ab, ihr brecht ab, sie brechen ab, ich brach ab, du brachst ab, er brach ab, wir brachen ab, ihr bracht ab, sie brachen ab, ich bin abgebrochen, du bist abgebrochen, er ist abgebrochen, wir sind abgebrochen, ihr seid abgebrochen, sie sind abgebrochen, ich war abgebrochen, du warst abgebrochen, er war abgebrochen, wir waren abgebrochen, ihr wart abgebrochen, sie waren abgebrochen, ich werde abbrechen, du wirst abbrechen, er wird abbrechen, wir werden abbrechen, ihr werdet abbrechen, sie werden abbrechen, ich werde abgebrochen sein, du wirst abgebrochen sein, er wird abgebrochen sein, wir werden abgebrochen sein, ihr werdet abgebrochen sein, sie werden abgebrochen sein
abbremsen, ich brems(e)⁵ ab, du bremst ab, er bremst ab, wir bremsen ab, ihr bremst ab, sie bremsen ab, ich bremste ab, du bremstest ab, er bremste ab, wir bremsten ab, ihr bremstet ab, sie bremsten ab, ich habe abgebremst, du hast abgebremst, er hat abgebremst, wir haben abgebremst, ihr habt abgebremst, sie haben abgebremst, ich hatte abgebremst, du hattest abgebremst, er hatte abgebremst, wir hatten abgebremst, ihr hattet abgebremst, sie hatten abgebremst, ich werde abbremsen, du wirst abbremsen, er wird abbremsen, wir werden abbremsen, ihr werdet abbremsen, sie werden abbremsen, ich werde abgebremst haben, du wirst abgebremst haben, er wird abgebremst haben, wir werden abgebremst haben, ihr werdet abgebremst haben, sie werden abgebremst haben
abbrennen, ich brenn(e)⁵ ab, du brennst ab, er brennt ab, wir brennen ab, ihr brennt ab, sie brennen ab, ich brannte ab, du branntest ab, er brannte ab, wir brannten ab, ihr branntet ab, sie brannten ab, ich bin abgebrannt, du bist abgebrannt, er ist abgebrannt, wir sind abgebrannt, ihr seid abgebrannt, sie sind abgebrannt, ich war abgebrannt, du warst abgebrannt, er war abgebrannt, wir waren abgebrannt, ihr wart abgebrannt, sie waren abgebrannt, ich werde abbrennen, du wirst abbrennen, er wird abbrennen, wir werden abbrennen, ihr werdet abbrennen, sie werden abbrennen, ich werde abgebrannt sein, du wirst abgebrannt sein, er wird abgebrannt sein, wir werden abgebrannt sein, ihr werdet abgebrannt sein, sie werden abgebrannt sein
abbreviieren, ich abbreviier(e)⁵, du abbreviierst, er abbreviiert, wir abbreviieren, ihr abbreviiert, sie abbreviieren, ich abbreviierte, du abbreviiertest, er abbreviierte, wir abbreviierten, ihr abbreviiertet, sie abbreviierten, ich habe abbreviiert, du hast abbreviiert, er hat abbreviiert, wir haben abbreviiert, ihr habt abbreviiert, sie haben abbreviiert, ich hatte abbreviiert, du hattest abbreviiert, er hatte abbreviiert, wir hatten abbreviiert, ihr hattet abbreviiert, sie hatten abbreviiert, ich werde abbreviieren, du wirst abbreviieren, er wird abbreviieren, wir werden abbreviieren, ihr werdet abbreviieren, sie werden abbreviieren, ich werde abbreviiert haben, du wirst abbreviiert haben, er wird abbreviiert haben, wir werden abbreviiert haben, ihr werdet abbreviiert haben, sie werden abbreviiert haben
abbringen, ich bring(e)⁵ ab, du bringst ab, er bringt ab, wir bringen ab, ihr bringt ab, sie bringen ab, ich brachte ab, du brachtest ab, er brachte ab, wir brachten ab, ihr brachtet ab, sie brachten ab, ich habe abgebracht, du hast abgebracht, er hat abgebracht, wir haben abgebracht, ihr habt abgebracht, sie haben abgebracht, ich hatte abgebracht, du hattest abgebracht, er hatte abgebracht, wir hatten abgebracht, ihr hattet abgebracht, sie hatten abgebracht, ich werde abbringen, du wirst abbringen, er wird abbringen, wir werden abbringen, ihr werdet abbringen, sie werden abbringen, ich werde abgebracht haben, du wirst abgebracht haben, er wird abgebracht haben, wir werden abgebracht haben, ihr werdet abgebracht haben, sie werden abgebracht haben
abbröckeln, ich bröck(e)l(e)⁵ ab, du bröckelst ab, er bröckelt ab, wir bröckeln ab, ihr bröckelt ab, sie bröckeln ab, ich bröckelte ab, du bröckeltest ab, er bröckelte ab, wir bröckelten ab, ihr bröckeltet ab, sie bröckelten ab, ich bin abgebröckelt, du bist abgebröckelt, er ist abgebröckelt, wir sind abgebröckelt, ihr seid abgebröckelt, sie sind abgebröckelt, ich war abgebröckelt, du warst abgebröckelt, er war abgebröckelt, wir waren abgebröckelt, ihr wart abgebröckelt, sie waren abgebröckelt, ich werde abbröckeln, du wirst abbröckeln, er wird abbröckeln, wir werden abbröckeln, ihr werdet abbröckeln, sie werden abbröckeln, ich werde abgebröckelt sein, du wirst abgebröckelt sein, er wird abgebröckelt sein, wir werden abgebröckelt sein, ihr werdet abgebröckelt sein, sie werden abgebröckelt sein
abbrühen, ich brüh(e)⁵ ab, du brühst ab, er brüht ab, wir brüh(e)⁵n ab, ihr brüht ab, sie brüh(e)⁵n ab, ich brühte ab, du brühtest ab, er brühte ab, wir brühten ab, ihr brühtet ab, sie brühten ab, ich habe abgebrüht, du hast abgebrüht, er hat abgebrüht, wir haben abgebrüht, ihr habt abgebrüht, sie haben abgebrüht, ich hatte abgebrüht, du hattest abgebrüht, er hatte abgebrüht, wir hatten abgebrüht, ihr hattet abgebrüht, sie hatten abgebrüht, ich werde abbrüh(e)⁵n, du wirst abbrüh(e)⁵n, er wird abbrüh(e)⁵n, wir werden abbrüh(e)⁵n, ihr werdet abbrüh(e)⁵n, sie werden abbrüh(e)⁵n, ich werde abgebrüht haben, du wirst abgebrüht haben, er wird abgebrüht haben, wir werden abgebrüht haben, ihr werdet abgebrüht haben, sie werden abgebrüht haben
abbuchen, ich buch(e)⁵ ab, du buchst ab, er bucht ab, wir buchen ab, ihr bucht ab, sie buchen ab, ich buchte ab, du buchtest ab, er buchte ab, wir buchten ab, ihr buchtet ab, sie buchten ab, ich habe abgebucht, du hast abgebucht, er hat abgebucht, wir haben abgebucht, ihr habt abgebucht, sie haben abgebucht, ich hatte abgebucht, du hattest abgebucht, er hatte abgebucht, wir hatten abgebucht, ihr hattet abgebucht, sie hatten abgebucht, ich werde abbuchen, du wirst abbuchen, er wird abbuchen, wir werden abbuchen, ihr werdet abbuchen, sie werden abbuchen, ich werde abgebucht haben, du wirst abgebucht haben, er wird abgebucht haben, wir werden abgebucht haben, ihr werdet abgebucht haben, sie werden abgebucht haben
abbummeln, ich bumm(e)l(e)⁵ ab, du bummelst ab, er bummelt ab, wir bummeln ab, ihr bummelt ab, sie bummeln ab, ich bummelte ab, du bummeltest ab, er bummelte ab, wir bummelten ab, ihr bummeltet ab, sie bummelten ab, ich habe abgebummelt, du hast abgebummelt, er hat abgebummelt, wir haben abgebummelt, ihr habt abgebummelt, sie haben abgebummelt, ich hatte abgebummelt, du hattest abgebummelt, er hatte abgebummelt, wir hatten abgebummelt, ihr hattet abgebummelt, sie hatten abgebummelt, ich werde abbummeln, du wirst abbummeln, er wird abbummeln, wir werden abbummeln, ihr werdet abbummeln, sie werden abbummeln, ich werde abgebummelt haben, du wirst abgebummelt haben, er wird abgebummelt haben, wir werden abgebummelt haben, ihr werdet abgebummelt haben, sie werden abgebummelt haben
abbürsten, ich bürst(e)⁵ ab, du bürstest ab, er bürstet ab, wir bürsten ab, ihr bürstet ab, sie bürsten ab, ich bürstete ab, du bürstetest ab, er bürstete ab, wir bürsteten ab, ihr bürstetet ab, sie bürsteten ab, ich habe abgebürstet, du hast abgebürstet, er hat abgebürstet, wir haben abgebürstet, ihr habt abgebürstet, sie haben abgebürstet, ich hatte abgebürstet, du hattest abgebürstet, er hatte abgebürstet, wir hatten abgebürstet, ihr hattet abgebürstet, sie hatten abgebürstet, ich werde abbürsten, du wirst abbürsten, er wird abbürsten, wir werden abbürsten, ihr werdet abbürsten, sie werden abbürsten, ich werde abgebürstet haben, du wirst abgebürstet haben, er wird abgebürstet haben, wir werden abgebürstet haben, ihr werdet abgebürstet haben, sie werden abgebürstet haben
abbusseln, ich buss(e)l(e)⁵ ab, du busselst ab, er busselt ab, wir busseln ab, ihr busselt ab, sie busseln ab, ich busselte ab, du busseltest ab, er busselte ab, wir busselten ab, ihr busseltet ab, sie busselten ab, ich habe abgebusselt, du hast abgebusselt, er hat abgebusselt, wir haben abgebusselt, ihr habt abgebusselt, sie haben abgebusselt, ich hatte abgebusselt, du hattest abgebusselt, er hatte abgebusselt, wir hatten abgebusselt, ihr hattet abgebusselt, sie hatten abgebusselt, ich werde abbusseln, du wirst abbusseln, er wird abbusseln, wir werden abbusseln, ihr werdet abbusseln, sie werden abbusseln, ich werde abgebusselt haben, du wirst abgebusselt haben, er wird abgebusselt haben, wir werden abgebusselt haben, ihr werdet abgebusselt haben, sie werden abgebusselt haben
abbüßen, ich büß(e)⁵ ab, du büßt ab, er büßt ab, wir büßen ab, ihr büßt ab, sie büßen ab, ich büßte ab, du büßtest ab, er büßte ab, wir büßten ab, ihr büßtet ab, sie büßten ab, ich habe abgebüßt, du hast abgebüßt, er hat abgebüßt, wir haben abgebüßt, ihr habt abgebüßt, sie haben abgebüßt, ich hatte abgebüßt, du hattest abgebüßt, er hatte abgebüßt, wir hatten abgebüßt, ihr hattet abgebüßt, sie hatten abgebüßt, ich werde abbüßen, du wirst abbüßen, er wird abbüßen, wir werden abbüßen, ihr werdet abbüßen, sie werden abbüßen, ich werde abgebüßt haben, du wirst abgebüßt haben, er wird abgebüßt haben, wir werden abgebüßt haben, ihr werdet abgebüßt haben, sie werden abgebüßt haben
abcashen, ich cash(e)⁵ ab, du cashst ab, er casht ab, wir cashen ab, ihr casht ab, sie cashen ab, ich cashte ab, du cashtest ab, er cashte ab, wir cashten ab, ihr cashtet ab, sie cashten ab, ich habe abgecasht, du hast abgecasht, er hat abgecasht, wir haben abgecasht, ihr habt abgecasht, sie haben abgecasht, ich hatte abgecasht, du hattest abgecasht, er hatte abgecasht, wir hatten abgecasht, ihr hattet abgecasht, sie hatten abgecasht, ich werde abcashen, du wirst abcashen, er wird abcashen, wir werden abcashen, ihr werdet abcashen, sie werden abcashen, ich werde abgecasht haben, du wirst abgecasht haben, er wird abgecasht haben, wir werden abgecasht haben, ihr werdet abgecasht haben, sie werden abgecasht haben
abchecken, ich check(e)⁵ ab, du checkst ab, er checkt ab, wir checken ab, ihr checkt ab, sie checken ab, ich checkte ab, du checktest ab, er checkte ab, wir checkten ab, ihr checktet ab, sie checkten ab, ich habe abgecheckt, du hast abgecheckt, er hat abgecheckt, wir haben abgecheckt, ihr habt abgecheckt, sie haben abgecheckt, ich hatte abgecheckt, du hattest abgecheckt, er hatte abgecheckt, wir hatten abgecheckt, ihr hattet abgecheckt, sie hatten abgecheckt, ich werde abchecken, du wirst abchecken, er wird abchecken, wir werden abchecken, ihr werdet abchecken, sie werden abchecken, ich werde abgecheckt haben, du wirst abgecheckt haben, er wird abgecheckt haben, wir werden abgecheckt haben, ihr werdet abgecheckt haben, sie werden abgecheckt haben
abdämmen, ich dämm(e)⁵ ab, du dämmst ab, er dämmt ab, wir dämmen ab, ihr dämmt ab, sie dämmen ab, ich dämmte ab, du dämmtest ab, er dämmte ab, wir dämmten ab, ihr dämmtet ab, sie dämmten ab, ich habe abgedämmt, du hast abgedämmt, er hat abgedämmt, wir haben abgedämmt, ihr habt abgedämmt, sie haben abgedämmt, ich hatte abgedämmt, du hattest abgedämmt, er hatte abgedämmt, wir hatten abgedämmt, ihr hattet abgedämmt, sie hatten abgedämmt, ich werde abdämmen, du wirst abdämmen, er wird abdämmen, wir werden abdämmen, ihr werdet abdämmen, sie werden abdämmen, ich werde abgedämmt haben, du wirst abgedämmt haben, er wird abgedämmt haben, wir werden abgedämmt haben, ihr werdet abgedämmt haben, sie werden abgedämmt haben
abernten, ich ernt(e)⁵ ab, du erntest ab, er erntet ab, wir ernten ab, ihr erntet ab, sie ernten ab, ich erntete ab, du erntetest ab, er erntete ab, wir ernteten ab, ihr erntetet ab, sie ernteten ab, ich habe abgeerntet, du hast abgeerntet, er hat abgeerntet, wir haben abgeerntet, ihr habt abgeerntet, sie haben abgeerntet, ich hatte abgeerntet, du hattest abgeerntet, er hatte abgeerntet, wir hatten abgeerntet, ihr hattet abgeerntet, sie hatten abgeerntet, ich werde abernten, du wirst abernten, er wird abernten, wir werden abernten, ihr werdet abernten, sie werden abernten, ich werde abgeerntet haben, du wirst abgeerntet haben, er wird abgeerntet haben, wir werden abgeerntet haben, ihr werdet abgeerntet haben, sie werden abgeerntet haben
aberziehen, ich erzieh(e)⁵ ab, du erziehst ab, er erzieht ab, wir erzieh(e)⁵n ab, ihr erzieht ab, sie erzieh(e)⁵n ab, ich erzog ab, du erzogst ab, er erzog ab, wir erzogen ab, ihr erzogt ab, sie erzogen ab, ich habe aberzogen, du hast aberzogen, er hat aberzogen, wir haben aberzogen, ihr habt aberzogen, sie haben aberzogen, ich hatte aberzogen, du hattest aberzogen, er hatte aberzogen, wir hatten aberzogen, ihr hattet aberzogen, sie hatten aberzogen, ich werde aberzieh(e)⁵n, du wirst aberzieh(e)⁵n, er wird aberzieh(e)⁵n, wir werden aberzieh(e)⁵n, ihr werdet aberzieh(e)⁵n, sie werden aberzieh(e)⁵n, ich werde aberzogen haben, du wirst aberzogen haben, er wird aberzogen haben, wir werden aberzogen haben, ihr werdet aberzogen haben, sie werden aberzogen haben
abfackeln, ich fack(e)l(e)⁵ ab, du fackelst ab, er fackelt ab, wir fackeln ab, ihr fackelt ab, sie fackeln ab, ich fackelte ab, du fackeltest ab, er fackelte ab, wir fackelten ab, ihr fackeltet ab, sie fackelten ab, ich habe abgefackelt, du hast abgefackelt, er hat abgefackelt, wir haben abgefackelt, ihr habt abgefackelt, sie haben abgefackelt, ich hatte abgefackelt, du hattest abgefackelt, er hatte abgefackelt, wir hatten abgefackelt, ihr hattet abgefackelt, sie hatten abgefackelt, ich werde abfackeln, du wirst abfackeln, er wird abfackeln, wir werden abfackeln, ihr werdet abfackeln, sie werden abfackeln, ich werde abgefackelt haben, du wirst abgefackelt haben, er wird abgefackelt haben, wir werden abgefackelt haben, ihr werdet abgefackelt haben, sie werden abgefackelt haben
abfahren, ich fahr(e)⁵ ab, du fährst ab, er fährt ab, wir fahren ab, ihr fahrt ab, sie fahren ab, ich fuhr ab, du fuhrst ab, er fuhr ab, wir fuhren ab, ihr fuhrt ab, sie fuhren ab, ich bin abgefahren, du bist abgefahren, er ist abgefahren, wir sind abgefahren, ihr seid abgefahren, sie sind abgefahren, ich war abgefahren, du warst abgefahren, er war abgefahren, wir waren abgefahren, ihr wart abgefahren, sie waren abgefahren, ich werde abfahren, du wirst abfahren, er wird abfahren, wir werden abfahren, ihr werdet abfahren, sie werden abfahren, ich werde abgefahren sein, du wirst abgefahren sein, er wird abgefahren sein, wir werden abgefahren sein, ihr werdet abgefahren sein, sie werden abgefahren sein
abfallen, ich fall(e)⁵ ab, du fällst ab, er fällt ab, wir fallen ab, ihr fallt ab, sie fallen ab, ich fiel ab, du fielst ab, er fiel ab, wir fielen ab, ihr fielt ab, sie fielen ab, ich bin abgefallen, du bist abgefallen, er ist abgefallen, wir sind abgefallen, ihr seid abgefallen, sie sind abgefallen, ich war abgefallen, du warst abgefallen, er war abgefallen, wir waren abgefallen, ihr wart abgefallen, sie waren abgefallen, ich werde abfallen, du wirst abfallen, er wird abfallen, wir werden abfallen, ihr werdet abfallen, sie werden abfallen, ich werde abgefallen sein, du wirst abgefallen sein, er wird abgefallen sein, wir werden abgefallen sein, ihr werdet abgefallen sein, sie werden abgefallen sein
abfälschen, ich fälsch(e)⁵ ab, du fälsch(s)⁵t ab, er fälscht ab, wir fälschen ab, ihr fälscht ab, sie fälschen ab, ich fälschte ab, du fälschtest ab, er fälschte ab, wir fälschten ab, ihr fälschtet ab, sie fälschten ab, ich habe abgefälscht, du hast abgefälscht, er hat abgefälscht, wir haben abgefälscht, ihr habt abgefälscht, sie haben abgefälscht, ich hatte abgefälscht, du hattest abgefälscht, er hatte abgefälscht, wir hatten abgefälscht, ihr hattet abgefälscht, sie hatten abgefälscht, ich werde abfälschen, du wirst abfälschen, er wird abfälschen, wir werden abfälschen, ihr werdet abfälschen, sie werden abfälschen, ich werde abgefälscht haben, du wirst abgefälscht haben, er wird abgefälscht haben, wir werden abgefälscht haben, ihr werdet abgefälscht haben, sie werden abgefälscht haben
abfangen, ich fang(e)⁵ ab, du fängst ab, er fängt ab, wir fangen ab, ihr fangt ab, sie fangen ab, ich fing ab, du fingst ab, er fing ab, wir fingen ab, ihr fingt ab, sie fingen ab, ich habe abgefangen, du hast abgefangen, er hat abgefangen, wir haben abgefangen, ihr habt abgefangen, sie haben abgefangen, ich hatte abgefangen, du hattest abgefangen, er hatte abgefangen, wir hatten abgefangen, ihr hattet abgefangen, sie hatten abgefangen, ich werde abfangen, du wirst abfangen, er wird abfangen, wir werden abfangen, ihr werdet abfangen, sie werden abfangen, ich werde abgefangen haben, du wirst abgefangen haben, er wird abgefangen haben, wir werden abgefangen haben, ihr werdet abgefangen haben, sie werden abgefangen haben
abfärben, ich färb(e)⁵ ab, du färbst ab, er färbt ab, wir färben ab, ihr färbt ab, sie färben ab, ich färbte ab, du färbtest ab, er färbte ab, wir färbten ab, ihr färbtet ab, sie färbten ab, ich habe abgefärbt, du hast abgefärbt, er hat abgefärbt, wir haben abgefärbt, ihr habt abgefärbt, sie haben abgefärbt, ich hatte abgefärbt, du hattest abgefärbt, er hatte abgefärbt, wir hatten abgefärbt, ihr hattet abgefärbt, sie hatten abgefärbt, ich werde abfärben, du wirst abfärben, er wird abfärben, wir werden abfärben, ihr werdet abfärben, sie werden abfärben, ich werde abgefärbt haben, du wirst abgefärbt haben, er wird abgefärbt haben, wir werden abgefärbt haben, ihr werdet abgefärbt haben, sie werden abgefärbt haben
abfasen, ich fas(e)⁵ ab, du fast ab, er fast ab, wir fasen ab, ihr fast ab, sie fasen ab, ich faste ab, du fastest ab, er faste ab, wir fasten ab, ihr fastet ab, sie fasten ab, ich habe abgefast, du hast abgefast, er hat abgefast, wir haben abgefast, ihr habt abgefast, sie haben abgefast, ich hatte abgefast, du hattest abgefast, er hatte abgefast, wir hatten abgefast, ihr hattet abgefast, sie hatten abgefast, ich werde abfasen, du wirst abfasen, er wird abfasen, wir werden abfasen, ihr werdet abfasen, sie werden abfasen, ich werde abgefast haben, du wirst abgefast haben, er wird abgefast haben, wir werden abgefast haben, ihr werdet abgefast haben, sie werden abgefast haben
abfassen, ich fass(e)⁵ ab, du fasst ab, er fasst ab, wir fassen ab, ihr fasst ab, sie fassen ab, ich fasste ab, du fasstest ab, er fasste ab, wir fassten ab, ihr fasstet ab, sie fassten ab, ich habe abgefasst, du hast abgefasst, er hat abgefasst, wir haben abgefasst, ihr habt abgefasst, sie haben abgefasst, ich hatte abgefasst, du hattest abgefasst, er hatte abgefasst, wir hatten abgefasst, ihr hattet abgefasst, sie hatten abgefasst, ich werde abfassen, du wirst abfassen, er wird abfassen, wir werden abfassen, ihr werdet abfassen, sie werden abfassen, ich werde abgefasst haben, du wirst abgefasst haben, er wird abgefasst haben, wir werden abgefasst haben, ihr werdet abgefasst haben, sie werden abgefasst haben
abfedern, ich fed(e)⁴r(e)⁵ ab, du federst ab, er federt ab, wir federn ab, ihr federt ab, sie federn ab, ich federte ab, du federtest ab, er federte ab, wir federten ab, ihr federtet ab, sie federten ab, ich habe abgefedert, du hast abgefedert, er hat abgefedert, wir haben abgefedert, ihr habt abgefedert, sie haben abgefedert, ich hatte abgefedert, du hattest abgefedert, er hatte abgefedert, wir hatten abgefedert, ihr hattet abgefedert, sie hatten abgefedert, ich werde abfedern, du wirst abfedern, er wird abfedern, wir werden abfedern, ihr werdet abfedern, sie werden abfedern, ich werde abgefedert haben, du wirst abgefedert haben, er wird abgefedert haben, wir werden abgefedert haben, ihr werdet abgefedert haben, sie werden abgefedert haben
abfegen, ich feg(e)⁵ ab, du fegst ab, er fegt ab, wir fegen ab, ihr fegt ab, sie fegen ab, ich fegte ab, du fegtest ab, er fegte ab, wir fegten ab, ihr fegtet ab, sie fegten ab, ich habe abgefegt, du hast abgefegt, er hat abgefegt, wir haben abgefegt, ihr habt abgefegt, sie haben abgefegt, ich hatte abgefegt, du hattest abgefegt, er hatte abgefegt, wir hatten abgefegt, ihr hattet abgefegt, sie hatten abgefegt, ich werde abfegen, du wirst abfegen, er wird abfegen, wir werden abfegen, ihr werdet abfegen, sie werden abfegen, ich werde abgefegt haben, du wirst abgefegt haben, er wird abgefegt haben, wir werden abgefegt haben, ihr werdet abgefegt haben, sie werden abgefegt haben
abfeiern, ich fei(e)r(e)⁵ ab, du feierst ab, er feiert ab, wir feiern ab, ihr feiert ab, sie feiern ab, ich feierte ab, du feiertest ab, er feierte ab, wir feierten ab, ihr feiertet ab, sie feierten ab, ich habe abgefeiert, du hast abgefeiert, er hat abgefeiert, wir haben abgefeiert, ihr habt abgefeiert, sie haben abgefeiert, ich hatte abgefeiert, du hattest abgefeiert, er hatte abgefeiert, wir hatten abgefeiert, ihr hattet abgefeiert, sie hatten abgefeiert, ich werde abfeiern, du wirst abfeiern, er wird abfeiern, wir werden abfeiern, ihr werdet abfeiern, sie werden abfeiern, ich werde abgefeiert haben, du wirst abgefeiert haben, er wird abgefeiert haben, wir werden abgefeiert haben, ihr werdet abgefeiert haben, sie werden abgefeiert haben
